image,caption
unsloth/data/google/1f473-200d-2640-fe0f.png,"Google Emoji: 1F473-200D-2640-FE0F (woman-wearing-turban). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f472.png,"Apple Emoji: 1F472 (man_with_gua_pi_mao). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f472.png,"Google Emoji: 1F472 (man_with_gua_pi_mao). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d5.png,"Apple Emoji: 1F9D5 (person_with_headscarf). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d5.png,"Google Emoji: 1F9D5 (person_with_headscarf). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f935.png,"Apple Emoji: 1F935 (person_in_tuxedo). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f935.png,"Google Emoji: 1F935 (person_in_tuxedo). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f935-200d-2642-fe0f.png,"Apple Emoji: 1F935-200D-2642-FE0F (man_in_tuxedo). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f935-200d-2642-fe0f.png,"Google Emoji: 1F935-200D-2642-FE0F (man_in_tuxedo). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f935-200d-2640-fe0f.png,"Apple Emoji: 1F935-200D-2640-FE0F (woman_in_tuxedo). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f935-200d-2640-fe0f.png,"Google Emoji: 1F935-200D-2640-FE0F (woman_in_tuxedo). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f470.png,"Apple Emoji: 1F470 (bride_with_veil). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f470.png,"Google Emoji: 1F470 (bride_with_veil). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f470-200d-2642-fe0f.png,"Apple Emoji: 1F470-200D-2642-FE0F (man_with_veil). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f470-200d-2642-fe0f.png,"Google Emoji: 1F470-200D-2642-FE0F (man_with_veil). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f470-200d-2640-fe0f.png,"Apple Emoji: 1F470-200D-2640-FE0F (woman_with_veil). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f470-200d-2640-fe0f.png,"Google Emoji: 1F470-200D-2640-FE0F (woman_with_veil). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f930.png,"Apple Emoji: 1F930 (pregnant_woman). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f930.png,"Google Emoji: 1F930 (pregnant_woman). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1fac3.png,"Apple Emoji: 1FAC3 (pregnant_man). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1fac3.png,"Google Emoji: 1FAC3 (pregnant_man). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1fac4.png,"Apple Emoji: 1FAC4 (pregnant_person). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1fac4.png,"Google Emoji: 1FAC4 (pregnant_person). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f931.png,"Apple Emoji: 1F931 (breast-feeding). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f931.png,"Google Emoji: 1F931 (breast-feeding). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f469-200d-1f37c.png,"Apple Emoji: 1F469-200D-1F37C (woman_feeding_baby). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f469-200d-1f37c.png,"Google Emoji: 1F469-200D-1F37C (woman_feeding_baby). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f468-200d-1f37c.png,"Apple Emoji: 1F468-200D-1F37C (man_feeding_baby). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f468-200d-1f37c.png,"Google Emoji: 1F468-200D-1F37C (man_feeding_baby). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d1-200d-1f37c.png,"Apple Emoji: 1F9D1-200D-1F37C (person_feeding_baby). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d1-200d-1f37c.png,"Google Emoji: 1F9D1-200D-1F37C (person_feeding_baby). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f47c.png,"Apple Emoji: 1F47C (angel). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f47c.png,"Google Emoji: 1F47C (angel). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f385.png,"Apple Emoji: 1F385 (santa). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f385.png,"Google Emoji: 1F385 (santa). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f936.png,"Apple Emoji: 1F936 (mrs_claus). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f936.png,"Google Emoji: 1F936 (mrs_claus). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d1-200d-1f384.png,"Apple Emoji: 1F9D1-200D-1F384 (mx_claus). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d1-200d-1f384.png,"Google Emoji: 1F9D1-200D-1F384 (mx_claus). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b8.png,"Apple Emoji: 1F9B8 (superhero). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b8.png,"Google Emoji: 1F9B8 (superhero). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b8-200d-2642-fe0f.png,"Apple Emoji: 1F9B8-200D-2642-FE0F (male_superhero). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b8-200d-2642-fe0f.png,"Google Emoji: 1F9B8-200D-2642-FE0F (male_superhero). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b8-200d-2640-fe0f.png,"Apple Emoji: 1F9B8-200D-2640-FE0F (female_superhero). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b8-200d-2640-fe0f.png,"Google Emoji: 1F9B8-200D-2640-FE0F (female_superhero). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b9.png,"Apple Emoji: 1F9B9 (supervillain). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b9.png,"Google Emoji: 1F9B9 (supervillain). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b9-200d-2642-fe0f.png,"Apple Emoji: 1F9B9-200D-2642-FE0F (male_supervillain). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b9-200d-2642-fe0f.png,"Google Emoji: 1F9B9-200D-2642-FE0F (male_supervillain). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9b9-200d-2640-fe0f.png,"Apple Emoji: 1F9B9-200D-2640-FE0F (female_supervillain). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9b9-200d-2640-fe0f.png,"Google Emoji: 1F9B9-200D-2640-FE0F (female_supervillain). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d9.png,"Apple Emoji: 1F9D9 (mage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d9.png,"Google Emoji: 1F9D9 (mage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d9-200d-2642-fe0f.png,"Apple Emoji: 1F9D9-200D-2642-FE0F (male_mage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d9-200d-2642-fe0f.png,"Google Emoji: 1F9D9-200D-2642-FE0F (male_mage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d9-200d-2640-fe0f.png,"Apple Emoji: 1F9D9-200D-2640-FE0F (female_mage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d9-200d-2640-fe0f.png,"Google Emoji: 1F9D9-200D-2640-FE0F (female_mage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9da.png,"Apple Emoji: 1F9DA (fairy). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9da.png,"Google Emoji: 1F9DA (fairy). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9da-200d-2642-fe0f.png,"Apple Emoji: 1F9DA-200D-2642-FE0F (male_fairy). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9da-200d-2642-fe0f.png,"Google Emoji: 1F9DA-200D-2642-FE0F (male_fairy). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9da-200d-2640-fe0f.png,"Apple Emoji: 1F9DA-200D-2640-FE0F (female_fairy). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9da-200d-2640-fe0f.png,"Google Emoji: 1F9DA-200D-2640-FE0F (female_fairy). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9db.png,"Apple Emoji: 1F9DB (vampire). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9db.png,"Google Emoji: 1F9DB (vampire). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9db-200d-2642-fe0f.png,"Apple Emoji: 1F9DB-200D-2642-FE0F (male_vampire). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9db-200d-2642-fe0f.png,"Google Emoji: 1F9DB-200D-2642-FE0F (male_vampire). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9db-200d-2640-fe0f.png,"Apple Emoji: 1F9DB-200D-2640-FE0F (female_vampire). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9db-200d-2640-fe0f.png,"Google Emoji: 1F9DB-200D-2640-FE0F (female_vampire). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dc.png,"Apple Emoji: 1F9DC (merperson). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dc.png,"Google Emoji: 1F9DC (merperson). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dc-200d-2642-fe0f.png,"Apple Emoji: 1F9DC-200D-2642-FE0F (merman). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dc-200d-2642-fe0f.png,"Google Emoji: 1F9DC-200D-2642-FE0F (merman). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dc-200d-2640-fe0f.png,"Apple Emoji: 1F9DC-200D-2640-FE0F (mermaid). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dc-200d-2640-fe0f.png,"Google Emoji: 1F9DC-200D-2640-FE0F (mermaid). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dd.png,"Apple Emoji: 1F9DD (elf). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dd.png,"Google Emoji: 1F9DD (elf). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dd-200d-2642-fe0f.png,"Apple Emoji: 1F9DD-200D-2642-FE0F (male_elf). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dd-200d-2642-fe0f.png,"Google Emoji: 1F9DD-200D-2642-FE0F (male_elf). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9dd-200d-2640-fe0f.png,"Apple Emoji: 1F9DD-200D-2640-FE0F (female_elf). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9dd-200d-2640-fe0f.png,"Google Emoji: 1F9DD-200D-2640-FE0F (female_elf). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9de.png,"Apple Emoji: 1F9DE (genie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9de.png,"Google Emoji: 1F9DE (genie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9de-200d-2642-fe0f.png,"Apple Emoji: 1F9DE-200D-2642-FE0F (male_genie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9de-200d-2642-fe0f.png,"Google Emoji: 1F9DE-200D-2642-FE0F (male_genie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9de-200d-2640-fe0f.png,"Apple Emoji: 1F9DE-200D-2640-FE0F (female_genie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9de-200d-2640-fe0f.png,"Google Emoji: 1F9DE-200D-2640-FE0F (female_genie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9df.png,"Apple Emoji: 1F9DF (zombie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9df.png,"Google Emoji: 1F9DF (zombie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9df-200d-2642-fe0f.png,"Apple Emoji: 1F9DF-200D-2642-FE0F (male_zombie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9df-200d-2642-fe0f.png,"Google Emoji: 1F9DF-200D-2642-FE0F (male_zombie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9df-200d-2640-fe0f.png,"Apple Emoji: 1F9DF-200D-2640-FE0F (female_zombie). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9df-200d-2640-fe0f.png,"Google Emoji: 1F9DF-200D-2640-FE0F (female_zombie). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9cc.png,"Apple Emoji: 1F9CC (troll). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9cc.png,"Google Emoji: 1F9CC (troll). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f486.png,"Apple Emoji: 1F486 (massage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f486.png,"Google Emoji: 1F486 (massage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f486-200d-2642-fe0f.png,"Apple Emoji: 1F486-200D-2642-FE0F (man-getting-massage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f486-200d-2642-fe0f.png,"Google Emoji: 1F486-200D-2642-FE0F (man-getting-massage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f486-200d-2640-fe0f.png,"Apple Emoji: 1F486-200D-2640-FE0F (woman-getting-massage). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f486-200d-2640-fe0f.png,"Google Emoji: 1F486-200D-2640-FE0F (woman-getting-massage). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f487.png,"Apple Emoji: 1F487 (haircut). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f487.png,"Google Emoji: 1F487 (haircut). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f487-200d-2642-fe0f.png,"Apple Emoji: 1F487-200D-2642-FE0F (man-getting-haircut). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f487-200d-2642-fe0f.png,"Google Emoji: 1F487-200D-2642-FE0F (man-getting-haircut). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f487-200d-2640-fe0f.png,"Apple Emoji: 1F487-200D-2640-FE0F (woman-getting-haircut). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f487-200d-2640-fe0f.png,"Google Emoji: 1F487-200D-2640-FE0F (woman-getting-haircut). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6.png,"Apple Emoji: 1F6B6 (walking). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6.png,"Google Emoji: 1F6B6 (walking). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6-200d-2642-fe0f.png,"Apple Emoji: 1F6B6-200D-2642-FE0F (man-walking). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6-200d-2642-fe0f.png,"Google Emoji: 1F6B6-200D-2642-FE0F (man-walking). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6-200d-2640-fe0f.png,"Apple Emoji: 1F6B6-200D-2640-FE0F (woman-walking). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6-200d-2640-fe0f.png,"Google Emoji: 1F6B6-200D-2640-FE0F (woman-walking). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6-200d-27a1-fe0f.png,"Apple Emoji: 1F6B6-200D-27A1-FE0F (person_walking_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6-200d-27a1-fe0f.png,"Google Emoji: 1F6B6-200D-27A1-FE0F (person_walking_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png,"Apple Emoji: 1F6B6-200D-2640-FE0F-200D-27A1-FE0F (woman_walking_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6-200d-2640-fe0f-200d-27a1-fe0f.png,"Google Emoji: 1F6B6-200D-2640-FE0F-200D-27A1-FE0F (woman_walking_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png,"Apple Emoji: 1F6B6-200D-2642-FE0F-200D-27A1-FE0F (man_walking_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f6b6-200d-2642-fe0f-200d-27a1-fe0f.png,"Google Emoji: 1F6B6-200D-2642-FE0F-200D-27A1-FE0F (man_walking_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9cd.png,"Apple Emoji: 1F9CD (standing_person). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9cd.png,"Google Emoji: 1F9CD (standing_person). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9cd-200d-2642-fe0f.png,"Apple Emoji: 1F9CD-200D-2642-FE0F (man_standing). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9cd-200d-2642-fe0f.png,"Google Emoji: 1F9CD-200D-2642-FE0F (man_standing). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9cd-200d-2640-fe0f.png,"Apple Emoji: 1F9CD-200D-2640-FE0F (woman_standing). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9cd-200d-2640-fe0f.png,"Google Emoji: 1F9CD-200D-2640-FE0F (woman_standing). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce.png,"Apple Emoji: 1F9CE (kneeling_person). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce.png,"Google Emoji: 1F9CE (kneeling_person). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce-200d-2642-fe0f.png,"Apple Emoji: 1F9CE-200D-2642-FE0F (man_kneeling). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce-200d-2642-fe0f.png,"Google Emoji: 1F9CE-200D-2642-FE0F (man_kneeling). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce-200d-2640-fe0f.png,"Apple Emoji: 1F9CE-200D-2640-FE0F (woman_kneeling). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce-200d-2640-fe0f.png,"Google Emoji: 1F9CE-200D-2640-FE0F (woman_kneeling). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce-200d-27a1-fe0f.png,"Apple Emoji: 1F9CE-200D-27A1-FE0F (person_kneeling_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce-200d-27a1-fe0f.png,"Google Emoji: 1F9CE-200D-27A1-FE0F (person_kneeling_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png,"Apple Emoji: 1F9CE-200D-2640-FE0F-200D-27A1-FE0F (woman_kneeling_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce-200d-2640-fe0f-200d-27a1-fe0f.png,"Google Emoji: 1F9CE-200D-2640-FE0F-200D-27A1-FE0F (woman_kneeling_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png,"Apple Emoji: 1F9CE-200D-2642-FE0F-200D-27A1-FE0F (man_kneeling_facing_right). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9ce-200d-2642-fe0f-200d-27a1-fe0f.png,"Google Emoji: 1F9CE-200D-2642-FE0F-200D-27A1-FE0F (man_kneeling_facing_right). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
unsloth/data/apple/1f9d1-200d-1f9af.png,"Apple Emoji: 1F9D1-200D-1F9AF (person_with_probing_cane). Features a glossy, 3D-like design with smooth gradients and detailed shading, reflecting the refined aesthetics of iOS emojis."
unsloth/data/google/1f9d1-200d-1f9af.png,"Google Emoji: 1F9D1-200D-1F9AF (person_with_probing_cane). Exhibits a flat, cartoonish style with bold outlines and minimal shading, capturing the playful design typical of Android emojis."
