image_path,label
data\facebook\1f468-1f3fc-200d-1f9b1.png,facebook
data\facebook\1f468-1f3fc-200d-1f9b2.png,facebook
data\facebook\1f468-1f3fc-200d-1f9b3.png,facebook
data\facebook\1f468-1f3fc-200d-1f9bc.png,facebook
data\facebook\1f468-1f3fc-200d-1f9bd.png,facebook
data\facebook\1f468-1f3fc-200d-2695-fe0f.png,facebook
data\facebook\1f468-1f3fc-200d-2696-fe0f.png,facebook
data\facebook\1f468-1f3fc-200d-2708-fe0f.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fd-200d-1f33e.png,facebook
data\facebook\1f468-1f3fd-200d-1f373.png,facebook
data\facebook\1f468-1f3fd-200d-1f37c.png,facebook
data\facebook\1f468-1f3fd-200d-1f393.png,facebook
data\facebook\1f468-1f3fd-200d-1f3a4.png,facebook
data\facebook\1f468-1f3fd-200d-1f3a8.png,facebook
data\facebook\1f468-1f3fd-200d-1f3eb.png,facebook
data\facebook\1f468-1f3fd-200d-1f3ed.png,facebook
data\facebook\1f468-1f3fd-200d-1f4bb.png,facebook
data\facebook\1f468-1f3fd-200d-1f4bc.png,facebook
data\facebook\1f468-1f3fd-200d-1f527.png,facebook
data\facebook\1f468-1f3fd-200d-1f52c.png,facebook
data\facebook\1f468-1f3fd-200d-1f680.png,facebook
data\facebook\1f468-1f3fd-200d-1f692.png,facebook
data\facebook\1f468-1f3fd-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fd-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fd-200d-1f91d-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fd-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fd-200d-1f9af.png,facebook
data\facebook\1f468-1f3fd-200d-1f9b0.png,facebook
data\facebook\1f468-1f3fd-200d-1f9b1.png,facebook
data\facebook\1f468-1f3fd-200d-1f9b2.png,facebook
data\facebook\1f468-1f3fd-200d-1f9b3.png,facebook
data\facebook\1f468-1f3fd-200d-1f9bc.png,facebook
data\facebook\1f468-1f3fd-200d-1f9bd.png,facebook
data\facebook\1f468-1f3fd-200d-2695-fe0f.png,facebook
data\facebook\1f468-1f3fd-200d-2696-fe0f.png,facebook
data\facebook\1f468-1f3fd-200d-2708-fe0f.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fe-200d-1f33e.png,facebook
data\facebook\1f468-1f3fe-200d-1f373.png,facebook
data\facebook\1f468-1f3fe-200d-1f37c.png,facebook
data\facebook\1f468-1f3fe-200d-1f393.png,facebook
data\facebook\1f468-1f3fe-200d-1f3a4.png,facebook
data\facebook\1f468-1f3fe-200d-1f3a8.png,facebook
data\facebook\1f468-1f3fe-200d-1f3eb.png,facebook
data\facebook\1f468-1f3fe-200d-1f3ed.png,facebook
data\facebook\1f468-1f3fe-200d-1f4bb.png,facebook
data\facebook\1f468-1f3fe-200d-1f4bc.png,facebook
data\facebook\1f468-1f3fe-200d-1f527.png,facebook
data\facebook\1f468-1f3fe-200d-1f52c.png,facebook
data\facebook\1f468-1f3fe-200d-1f680.png,facebook
data\facebook\1f468-1f3fe-200d-1f692.png,facebook
data\facebook\1f468-1f3fe-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fe-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fe-200d-1f91d-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fe-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fe-200d-1f9af.png,facebook
data\facebook\1f468-1f3fe-200d-1f9b0.png,facebook
data\facebook\1f468-1f3fe-200d-1f9b1.png,facebook
data\facebook\1f468-1f3fe-200d-1f9b2.png,facebook
data\facebook\1f468-1f3fe-200d-1f9b3.png,facebook
data\facebook\1f468-1f3fe-200d-1f9bc.png,facebook
data\facebook\1f468-1f3fe-200d-1f9bd.png,facebook
data\facebook\1f468-1f3fe-200d-2695-fe0f.png,facebook
data\facebook\1f468-1f3fe-200d-2696-fe0f.png,facebook
data\facebook\1f468-1f3fe-200d-2708-fe0f.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3fe.png,facebook
data\facebook\1f468-1f3ff-200d-1f33e.png,facebook
data\facebook\1f468-1f3ff-200d-1f373.png,facebook
data\facebook\1f468-1f3ff-200d-1f37c.png,facebook
data\facebook\1f468-1f3ff-200d-1f393.png,facebook
data\facebook\1f468-1f3ff-200d-1f3a4.png,facebook
data\facebook\1f468-1f3ff-200d-1f3a8.png,facebook
data\facebook\1f468-1f3ff-200d-1f3eb.png,facebook
data\facebook\1f468-1f3ff-200d-1f3ed.png,facebook
data\facebook\1f468-1f3ff-200d-1f4bb.png,facebook
data\facebook\1f468-1f3ff-200d-1f4bc.png,facebook
data\facebook\1f468-1f3ff-200d-1f527.png,facebook
data\facebook\1f468-1f3ff-200d-1f52c.png,facebook
data\facebook\1f468-1f3ff-200d-1f680.png,facebook
data\facebook\1f468-1f3ff-200d-1f692.png,facebook
data\facebook\1f468-1f3ff-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3ff-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3ff-200d-1f91d-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3ff-200d-1f91d-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3ff-200d-1f9af.png,facebook
data\facebook\1f468-1f3ff-200d-1f9b0.png,facebook
data\facebook\1f468-1f3ff-200d-1f9b1.png,facebook
data\facebook\1f468-1f3ff-200d-1f9b2.png,facebook
data\facebook\1f468-1f3ff-200d-1f9b3.png,facebook
data\facebook\1f468-1f3ff-200d-1f9bc.png,facebook
data\facebook\1f468-1f3ff-200d-1f9bd.png,facebook
data\facebook\1f468-1f3ff-200d-2695-fe0f.png,facebook
data\facebook\1f468-1f3ff-200d-2696-fe0f.png,facebook
data\facebook\1f468-1f3ff-200d-2708-fe0f.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f468-1f3ff-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f468-1f3ff.png,facebook
data\facebook\1f468-200d-1f33e.png,facebook
data\facebook\1f468-200d-1f373.png,facebook
data\facebook\1f468-200d-1f37c.png,facebook
data\facebook\1f468-200d-1f393.png,facebook
data\facebook\1f468-200d-1f3a4.png,facebook
data\facebook\1f468-200d-1f3a8.png,facebook
data\facebook\1f468-200d-1f3eb.png,facebook
data\facebook\1f468-200d-1f3ed.png,facebook
data\facebook\1f468-200d-1f466-200d-1f466.png,facebook
data\facebook\1f468-200d-1f466.png,facebook
data\facebook\1f468-200d-1f467-200d-1f466.png,facebook
data\facebook\1f468-200d-1f467-200d-1f467.png,facebook
data\facebook\1f468-200d-1f467.png,facebook
data\facebook\1f468-200d-1f468-200d-1f466-200d-1f466.png,facebook
data\facebook\1f468-200d-1f468-200d-1f466.png,facebook
data\facebook\1f468-200d-1f468-200d-1f467-200d-1f466.png,facebook
data\facebook\1f468-200d-1f468-200d-1f467-200d-1f467.png,facebook
data\facebook\1f468-200d-1f468-200d-1f467.png,facebook
data\facebook\1f468-200d-1f469-200d-1f466-200d-1f466.png,facebook
data\facebook\1f468-200d-1f469-200d-1f466.png,facebook
data\facebook\1f468-200d-1f469-200d-1f467-200d-1f466.png,facebook
data\facebook\1f468-200d-1f469-200d-1f467-200d-1f467.png,facebook
data\facebook\1f468-200d-1f469-200d-1f467.png,facebook
data\facebook\1f468-200d-1f4bb.png,facebook
data\facebook\1f468-200d-1f4bc.png,facebook
data\facebook\1f468-200d-1f527.png,facebook
data\facebook\1f468-200d-1f52c.png,facebook
data\facebook\1f468-200d-1f680.png,facebook
data\facebook\1f468-200d-1f692.png,facebook
data\facebook\1f468-200d-1f9af.png,facebook
data\facebook\1f468-200d-1f9b0.png,facebook
data\facebook\1f468-200d-1f9b1.png,facebook
data\facebook\1f468-200d-1f9b2.png,facebook
data\facebook\1f468-200d-1f9b3.png,facebook
data\facebook\1f468-200d-1f9bc.png,facebook
data\facebook\1f468-200d-1f9bd.png,facebook
data\facebook\1f468-200d-2695-fe0f.png,facebook
data\facebook\1f468-200d-2696-fe0f.png,facebook
data\facebook\1f468-200d-2708-fe0f.png,facebook
data\facebook\1f468-200d-2764-fe0f-200d-1f468.png,facebook
data\facebook\1f468-200d-2764-fe0f-200d-1f48b-200d-1f468.png,facebook
data\facebook\1f468.png,facebook
data\facebook\1f469-1f3fb-200d-1f33e.png,facebook
data\facebook\1f469-1f3fb-200d-1f373.png,facebook
data\facebook\1f469-1f3fb-200d-1f37c.png,facebook
data\facebook\1f469-1f3fb-200d-1f393.png,facebook
data\facebook\1f469-1f3fb-200d-1f3a4.png,facebook
data\facebook\1f469-1f3fb-200d-1f3a8.png,facebook
data\facebook\1f469-1f3fb-200d-1f3eb.png,facebook
data\facebook\1f469-1f3fb-200d-1f3ed.png,facebook
data\facebook\1f469-1f3fb-200d-1f4bb.png,facebook
data\facebook\1f469-1f3fb-200d-1f4bc.png,facebook
data\facebook\1f469-1f3fb-200d-1f527.png,facebook
data\facebook\1f469-1f3fb-200d-1f52c.png,facebook
data\facebook\1f469-1f3fb-200d-1f680.png,facebook
data\facebook\1f469-1f3fb-200d-1f692.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-1f91d-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fb-200d-1f9af.png,facebook
data\facebook\1f469-1f3fb-200d-1f9b0.png,facebook
data\facebook\1f469-1f3fb-200d-1f9b1.png,facebook
data\facebook\1f469-1f3fb-200d-1f9b2.png,facebook
data\facebook\1f469-1f3fb-200d-1f9b3.png,facebook
data\facebook\1f469-1f3fb-200d-1f9bc.png,facebook
data\facebook\1f469-1f3fb-200d-1f9bd.png,facebook
data\facebook\1f469-1f3fb-200d-2695-fe0f.png,facebook
data\facebook\1f469-1f3fb-200d-2696-fe0f.png,facebook
data\facebook\1f469-1f3fb-200d-2708-fe0f.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fb-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-1f33e.png,facebook
data\facebook\1f469-1f3fc-200d-1f373.png,facebook
data\facebook\1f469-1f3fc-200d-1f37c.png,facebook
data\facebook\1f469-1f3fc-200d-1f393.png,facebook
data\facebook\1f469-1f3fc-200d-1f3a4.png,facebook
data\facebook\1f469-1f3fc-200d-1f3a8.png,facebook
data\facebook\1f469-1f3fc-200d-1f3eb.png,facebook
data\facebook\1f469-1f3fc-200d-1f3ed.png,facebook
data\facebook\1f469-1f3fc-200d-1f4bb.png,facebook
data\facebook\1f469-1f3fc-200d-1f4bc.png,facebook
data\facebook\1f469-1f3fc-200d-1f527.png,facebook
data\facebook\1f469-1f3fc-200d-1f52c.png,facebook
data\facebook\1f469-1f3fc-200d-1f680.png,facebook
data\facebook\1f469-1f3fc-200d-1f692.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-1f91d-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fc-200d-1f9af.png,facebook
data\facebook\1f469-1f3fc-200d-1f9b0.png,facebook
data\facebook\1f469-1f3fc-200d-1f9b1.png,facebook
data\facebook\1f469-1f3fc-200d-1f9b2.png,facebook
data\facebook\1f469-1f3fc-200d-1f9b3.png,facebook
data\facebook\1f469-1f3fc-200d-1f9bc.png,facebook
data\facebook\1f469-1f3fc-200d-1f9bd.png,facebook
data\facebook\1f469-1f3fc-200d-2695-fe0f.png,facebook
data\facebook\1f469-1f3fc-200d-2696-fe0f.png,facebook
data\facebook\1f469-1f3fc-200d-2708-fe0f.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fc-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-1f33e.png,facebook
data\facebook\1f469-1f3fd-200d-1f373.png,facebook
data\facebook\1f469-1f3fd-200d-1f37c.png,facebook
data\facebook\1f469-1f3fd-200d-1f393.png,facebook
data\facebook\1f469-1f3fd-200d-1f3a4.png,facebook
data\facebook\1f469-1f3fd-200d-1f3a8.png,facebook
data\facebook\1f469-1f3fd-200d-1f3eb.png,facebook
data\facebook\1f469-1f3fd-200d-1f3ed.png,facebook
data\facebook\1f469-1f3fd-200d-1f4bb.png,facebook
data\facebook\1f469-1f3fd-200d-1f4bc.png,facebook
data\facebook\1f469-1f3fd-200d-1f527.png,facebook
data\facebook\1f469-1f3fd-200d-1f52c.png,facebook
data\facebook\1f469-1f3fd-200d-1f680.png,facebook
data\facebook\1f469-1f3fd-200d-1f692.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-1f91d-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fd-200d-1f9af.png,facebook
data\facebook\1f469-1f3fd-200d-1f9b0.png,facebook
data\facebook\1f469-1f3fd-200d-1f9b1.png,facebook
data\facebook\1f469-1f3fd-200d-1f9b2.png,facebook
data\facebook\1f469-1f3fd-200d-1f9b3.png,facebook
data\facebook\1f469-1f3fd-200d-1f9bc.png,facebook
data\facebook\1f469-1f3fd-200d-1f9bd.png,facebook
data\facebook\1f469-1f3fd-200d-2695-fe0f.png,facebook
data\facebook\1f469-1f3fd-200d-2696-fe0f.png,facebook
data\facebook\1f469-1f3fd-200d-2708-fe0f.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3fe.png,facebook
data\facebook\1f469-1f3fd-200d-2764-fe0f-200d-1f48b-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fe-200d-1f33e.png,facebook
data\facebook\1f469-1f3fe-200d-1f373.png,facebook
data\facebook\1f469-1f3fe-200d-1f37c.png,facebook
data\facebook\1f469-1f3fe-200d-1f393.png,facebook
data\facebook\1f469-1f3fe-200d-1f3a4.png,facebook
data\facebook\1f469-1f3fe-200d-1f3a8.png,facebook
data\facebook\1f469-1f3fe-200d-1f3eb.png,facebook
data\facebook\1f469-1f3fe-200d-1f3ed.png,facebook
data\facebook\1f469-1f3fe-200d-1f4bb.png,facebook
data\facebook\1f469-1f3fe-200d-1f4bc.png,facebook
data\facebook\1f469-1f3fe-200d-1f527.png,facebook
data\facebook\1f469-1f3fe-200d-1f52c.png,facebook
data\facebook\1f469-1f3fe-200d-1f680.png,facebook
data\facebook\1f469-1f3fe-200d-1f692.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f469-1f3fd.png,facebook
data\facebook\1f469-1f3fe-200d-1f91d-200d-1f469-1f3ff.png,facebook
data\facebook\1f469-1f3fe-200d-1f9af.png,facebook
data\facebook\1f469-1f3fe-200d-1f9b0.png,facebook
data\facebook\1f469-1f3fe-200d-1f9b1.png,facebook
data\facebook\1f469-1f3fe-200d-1f9b2.png,facebook
data\facebook\1f469-1f3fe-200d-1f9b3.png,facebook
data\facebook\1f469-1f3fe-200d-1f9bc.png,facebook
data\facebook\1f469-1f3fe-200d-1f9bd.png,facebook
data\facebook\1f469-1f3fe-200d-2695-fe0f.png,facebook
data\facebook\1f469-1f3fe-200d-2696-fe0f.png,facebook
data\facebook\1f469-1f3fe-200d-2708-fe0f.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f468-1f3fb.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f468-1f3fc.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f468-1f3fd.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f468-1f3fe.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f468-1f3ff.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f469-1f3fb.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f469-1f3fc.png,facebook
data\facebook\1f469-1f3fe-200d-2764-fe0f-200d-1f469-1f3fd.png,facebook
